movieId,title,genres
1526,fathers day,comedy
1527,fifth element the,action adventure comedy sci fi
1528,intimate relations,comedy
1529,nowhere,comedy drama
1533,promise the,drama
1534,bonheur le,drama
1535,love valour compassion,drama romance
1537,shall we dance,comedy drama romance
1539,twin town,comedy crime
1541,addicted to love,comedy romance
1542,brassed off,comedy drama romance
1543,designated mourner the,drama
1544,lost world jurassic park the,action adventure sci fi thriller
1545,ponette,drama
1546,schizopolis,comedy
1547,shiloh,children drama
1548,war at home the,drama
1550,trial and error,comedy romance
1552,con air,action adventure thriller
1554,pillow book the,drama romance
1555,to have or not,drama
1556,speed cruise control,action romance thriller
1562,batman robin,action adventure fantasy thriller
1565,head above water,comedy thriller
1566,hercules,adventure animation children comedy musical
1569,my best friend s wedding,comedy romance
1571,when the cat s away,comedy romance
1572,contempt,drama
1573,face off,action crime drama thriller
1580,men in black,action comedy sci fi
1581,out to sea,comedy
1582,wild america,adventure children
1583,simple wish a,children fantasy
1584,contact,drama sci fi
1585,love serenade,comedy
1586,g i jane,action drama
1587,conan the barbarian,action adventure fantasy
1588,george of the jungle,children comedy
1589,cop land,action crime drama thriller
1590,event horizon,horror sci fi thriller
1591,spawn,action adventure sci fi thriller
1592,air bud,children comedy
1593,picture perfect,comedy romance
1594,in the company of men,comedy drama
1595,free willy the rescue,adventure children drama
1596,career girls,drama
1597,conspiracy theory,drama mystery romance thriller
1598,desperate measures,crime drama thriller
1599,steel,action
1600,she s so lovely,drama romance
1601,hoodlum,crime drama film noir
1602,leave it to beaver,comedy
1603,mimic,horror sci fi thriller
1604,money talks,action comedy
1605,excess baggage,adventure romance
1606,kull the conqueror,action adventure
1608,air force one,action thriller
1609,,drama thriller
1610,hunt for red october the,action adventure thriller
1611,my own private idaho,drama romance
1612,kiss me guido,comedy
1614,in out,comedy
1615,edge the,adventure drama
1616,peacemaker the,action thriller war
1617,l a confidential,crime film noir mystery thriller
1619,seven years in tibet,adventure drama war
1620,kiss the girls,crime drama mystery thriller
1621,soul food,drama
1623,wishmaster,horror
1624,thousand acres a,drama
1625,game the,drama mystery thriller
1626,fire down below,action drama thriller
1627,u turn,crime drama mystery
1629,matchmaker the,comedy romance
1631,assignment the,action thriller
1632,smile like yours a,comedy romance
1633,ulee s gold,drama
1635,ice storm the,drama
1639,chasing amy,comedy drama romance
1641,full monty the,comedy drama
1642,indian summer,comedy drama
1643,mrs brown,drama romance
1644,i know what you did last summer,horror mystery thriller
1645,devil s advocate the,drama mystery thriller
1646,rocketman,children comedy romance sci fi
1647,playing god,crime drama thriller
1648,house of yes the,comedy drama
1649,fast cheap out of control,documentary
1650,washington square,drama
1651,telling lies in america,drama
1653,gattaca,drama sci fi thriller
1654,fairytale a true story,children drama fantasy
1655,phantoms,drama horror thriller
1656,swept from the sea,drama romance
1658,life less ordinary a,romance thriller
1659,hurricane streets,drama
1660,eve s bayou,drama
1661,switchback,crime mystery thriller
1663,stripes,comedy war
1665,bean,comedy
1667,mad city,action drama
1669,tango lesson the,romance
1670,welcome to sarajevo,drama war
1671,deceiver,crime drama thriller
1672,rainmaker the,drama
1673,boogie nights,drama
1674,witness,drama romance thriller
1675,incognito,crime thriller
1676,starship troopers,action sci fi
1678,joy luck club the,drama romance
1680,sliding doors,drama romance
1681,mortal kombat annihilation,action adventure fantasy
1682,truman show the,comedy drama sci fi
1683,wings of the dove the,drama romance
1684,mrs dalloway,drama romance
1686,red corner,crime thriller
1687,jackal the,action thriller
1688,anastasia,adventure animation children drama musical
1689,man who knew too little the,comedy crime thriller
1690,alien resurrection,action horror sci fi
1692,alien escape,horror sci fi
1693,amistad,drama mystery
1694,apostle the,drama
1695,artemisia,drama
1696,bent,drama war
1699,butcher boy the,comedy drama
1701,deconstructing harry,comedy drama
1702,flubber,children comedy fantasy
1703,for richer or poorer,comedy
1704,good will hunting,drama romance
1707,home alone,children comedy
1711,midnight in the garden of good and evil,crime drama mystery
1713,mouse hunt,children comedy
1716,other voices other rooms,drama
1717,scream,comedy horror mystery thriller
1719,sweet hereafter the,drama
1721,titanic,drama romance
1722,tomorrow never dies,action adventure thriller
1726,postman the,action adventure drama sci fi
1727,horse whisperer the,drama romance
1729,jackie brown,crime drama thriller
1730,kundun,drama
1731,mr magoo,comedy
1732,big lebowski the,comedy crime
1733,afterglow,drama romance
1734,my life in pink,comedy drama
1735,great expectations,drama romance
1739,ninjas high noon on mega mountain,action children comedy
1744,firestorm,action adventure thriller
1747,wag the dog,comedy
1748,dark city,adventure film noir sci fi thriller
1750,star kid,adventure children fantasy sci fi
1752,hard rain,action crime thriller
1753,half baked,comedy
1754,fallen,crime drama fantasy thriller
1755,shooting fish,comedy romance
1756,prophecy ii the,horror
1757,fallen angels,drama romance
1759,four days in september,drama
1760,spice world,comedy
1762,deep rising,action horror sci fi
1767,music from another room,drama romance
1769,replacement killers the,action crime thriller
1770,b monkey,crime romance thriller
1771,night flier,horror
1772,blues brothers,action comedy musical
1773,tokyo fist,action drama
1777,wedding singer the,comedy romance
1779,sphere,sci fi thriller
1783,palmetto,crime drama mystery romance thriller
1784,as good as it gets,comedy drama romance
1785,king of new york,crime thriller
1788,men with guns,action drama
1791,twilight,crime drama thriller
1792,u s marshals,action crime thriller
1793,welcome to woop woop,comedy
1794,love and death on long island,comedy drama
1796,in god s hands,action drama
1797,everest,documentary imax
1799,suicide kings,comedy crime drama mystery thriller
1801,man in the iron mask the,action adventure drama
1804,newton boys the,crime drama
1805,wild things,crime drama mystery thriller
1806,paulie,adventure children comedy
1809,fireworks,crime drama
1810,primary colors,comedy drama
1814,price above rubies a,drama
1816,two girls and a guy,comedy drama
1821,object of my affection the,comedy romance
1822,meet the deedles,children comedy
1824,homegrown,comedy thriller
1825,the players club,comedy drama
1826,barney s great adventure,adventure children
1827,big one the,comedy documentary
1829,chinese box,drama romance
1831,lost in space,action adventure sci fi
1833,mercury rising,action drama thriller
1834,spanish prisoner the,crime drama mystery thriller
1835,city of angels,drama fantasy romance
1836,last days of disco the,comedy drama
1840,he got game,drama
1841,gingerbread man the,drama thriller
1844,live flesh,drama romance
1845,zero effect,comedy mystery thriller
1846,nil by mouth,drama
1848,borrowers the,adventure children comedy fantasy
1853,alan smithee film burn hollywood burn an,comedy
1854,kissing a fool,comedy romance
1855,krippendorf s tribe,comedy
1856,kurt courtney,documentary
1857,real blonde the,comedy
1858,mr nice guy,action comedy
1859,taste of cherry,drama
1860,character,drama
1862,species ii,horror sci fi
1863,major league back to the minors,comedy
1865,wild man blues,documentary
1866,big hit the,action comedy crime
1867,tarzan and the lost city,action adventure
1869,black dog,action thriller
1870,dancer texas pop,comedy drama
1871,friend of the deceased a,comedy drama
1873,mis rables les,crime drama romance war
1875,clockwatchers,comedy
1876,deep impact,drama sci fi thriller
1878,woo,comedy romance
1879,hanging garden the,drama romance
1880,lawn dogs,drama
1881,quest for camelot,adventure animation children fantasy musical
1882,godzilla,action sci fi thriller
1883,bulworth,comedy drama romance
1884,fear and loathing in las vegas,adventure comedy drama
1885,opposite of sex the,comedy drama romance
1887,almost heroes,adventure comedy western
1888,hope floats,comedy drama romance
1889,insomnia,drama mystery thriller
1890,little boy blue,drama
1892,perfect murder a,thriller
1893,beyond silence,drama
1894,six days seven nights,adventure comedy romance
1895,can t hardly wait,comedy drama romance
1896,cousin bette,comedy
1897,high art,drama romance
1899,passion in the desert,adventure drama
1900,children of heaven the,comedy drama
1902,dream for an insomniac,drama romance
1904,henry fool,comedy drama
1905,marie from the bay of angels,drama
1906,mr jealousy,comedy romance
1907,mulan,adventure animation children comedy drama musical romance
1909,x files fight the future the,action crime mystery sci fi thriller
1910,i went down,comedy crime drama
1911,dr dolittle,comedy
1912,out of sight,comedy crime drama romance thriller
1913,picnic at hanging rock,drama mystery
1914,smoke signals,comedy drama
1916,buffalo,drama romance
1917,armageddon,action romance sci fi thriller
1918,lethal weapon,action comedy crime thriller
1920,small soldiers,animation children fantasy war
1921,pi,drama sci fi thriller
1922,whatever,drama
1923,there s something about mary,comedy romance
1924,plan from outer space,horror sci fi
1925,wings,action drama romance war
1927,all quiet on the western front,action drama war
1929,grand hotel,drama romance
1931,mutiny on the bounty,adventure drama
1933,life of emile zola the,drama
1934,you can t take it with you,comedy romance
1935,how green was my valley,drama musical romance
1936,mrs miniver,drama war
1937,going my way,comedy drama musical
1938,lost weekend the,drama
1939,best years of our lives the,drama war
1940,gentleman s agreement,drama
1941,hamlet,drama
1942,all the king s men,drama
1943,greatest show on earth the,drama
1944,from here to eternity,drama romance war
1945,on the waterfront,crime drama
1946,marty,drama romance
1947,west side story,drama musical romance
1948,tom jones,adventure comedy romance
1949,man for all seasons a,drama
1950,in the heat of the night,drama mystery
1951,oliver,drama musical
1952,midnight cowboy,drama
1953,french connection the,action crime thriller
1954,rocky,drama
1955,kramer vs kramer,drama
1956,ordinary people,drama
1957,chariots of fire,drama
1958,terms of endearment,comedy drama
1959,out of africa,drama romance
1960,last emperor the,drama
1961,rain man,drama
1962,driving miss daisy,drama
1963,take the money and run,comedy crime
1964,klute,drama mystery
1965,repo man,comedy sci fi
1966,metropolitan,comedy
1967,labyrinth,adventure fantasy musical
1968,breakfast club the,comedy drama
1969,nightmare on elm street freddy s revenge a,horror
1970,nightmare on elm street dream warriors a,horror thriller
1971,nightmare on elm street the dream master a,horror thriller
1972,nightmare on elm street the dream child a,horror
1973,freddy s dead the final nightmare,horror
1974,friday the,horror mystery thriller
1975,friday the part,horror
1976,friday the part,horror
1977,friday the part iv the final chapter,horror
1978,friday the part v a new beginning,horror
1979,friday the part vi jason lives,horror
1980,friday the part vii the new blood,horror
1981,friday the part viii jason takes manhattan,horror
1982,halloween,horror
1983,halloween ii,horror
1984,halloween iii season of the witch,horror
1985,halloween the return of michael myers,horror
1986,halloween the revenge of michael myers,horror
1987,prom night,horror
1991,child s play,horror thriller
1992,child s play,horror thriller
1993,child s play,comedy horror thriller
1994,poltergeist,horror thriller
1995,poltergeist ii the other side,horror thriller
1996,poltergeist iii,horror thriller
1997,exorcist the,horror mystery
1998,exorcist ii the heretic,horror
1999,exorcist iii the,horror
2000,lethal weapon,action comedy crime drama
2001,lethal weapon,action comedy crime drama
2002,lethal weapon,action comedy crime drama
2003,gremlins,comedy horror
2004,gremlins the new batch,comedy horror
2005,goonies the,action adventure children comedy fantasy
2006,mask of zorro the,action comedy romance
2007,polish wedding,comedy
2009,soylent green,drama mystery sci fi thriller
2010,metropolis,drama sci fi
2011,back to the future part ii,adventure comedy sci fi
2012,back to the future part iii,adventure comedy sci fi western
2013,poseidon adventure the,action adventure drama
2014,freaky friday,children comedy fantasy
2015,absent minded professor the,children comedy fantasy
2016,apple dumpling gang rides again the,children comedy western
2017,babes in toyland,children fantasy musical
2018,bambi,animation children drama
2019,seven samurai,action adventure drama
2020,dangerous liaisons,drama romance
2021,dune,adventure sci fi
2022,last temptation of christ the,drama
2023,godfather part iii the,crime drama mystery thriller
2024,rapture the,drama mystery
2025,lolita,drama romance
2026,disturbing behavior,horror thriller
2027,jane austen s mafia,comedy crime
2028,saving private ryan,action drama war
2029,billy s hollywood screen kiss,comedy romance
2030,east palace west palace,drama
2031,million dollar duck the,children comedy
2032,barefoot executive the,children comedy
2033,black cauldron the,adventure animation children fantasy
2034,black hole the,children sci fi
2035,blackbeard s ghost,children comedy
2036,blank check,children comedy
2037,candleshoe,adventure children comedy
2038,cat from outer space the,children comedy sci fi
2040,computer wore tennis shoes the,children comedy
2041,condorman,action adventure children comedy
2042,the mighty ducks,children comedy
2043,darby o gill and the little people,adventure children fantasy
2044,devil and max devlin the,comedy fantasy
2045,far off place a,adventure children drama romance
2046,flight of the navigator,adventure children sci fi
2048,great mouse detective the,action animation children crime
2049,happiest millionaire the,comedy musical
2050,herbie goes bananas,adventure children comedy
2051,herbie goes to monte carlo,adventure children comedy
2052,hocus pocus,children comedy fantasy horror
2053,honey i blew up the kid,children comedy sci fi
2054,honey i shrunk the kids,adventure children comedy fantasy sci fi
2055,hot lead and cold feet,action comedy western
2056,in search of the castaways,adventure children
2057,incredible journey the,adventure children
2058,negotiator the,action crime drama mystery thriller
2059,parent trap the,children comedy romance
2060,baseketball,comedy
2061,full tilt boogie,documentary
2062,governess the,drama romance
2064,roger me,documentary
2065,purple rose of cairo the,comedy drama fantasy romance
2066,out of the past,film noir
2067,doctor zhivago,drama romance war
2068,fanny and alexander,drama fantasy mystery
2069,trip to bountiful the,drama
2070,tender mercies,drama romance western
2071,and the band played on,drama
2072,burbs the,comedy
2073,fandango,comedy
2074,night porter the,crime drama romance
2075,mephisto,drama war
2076,blue velvet,drama mystery thriller
2077,journey of natty gann the,adventure children
2078,jungle book the,animation children comedy musical
2079,kidnapped,adventure children drama
2080,lady and the tramp,animation children comedy romance
2081,little mermaid the,animation children comedy musical romance
2082,mighty ducks the,children comedy
2083,muppet christmas carol the,children comedy musical
2084,newsies,children musical
2085,dalmatians,adventure animation children
2086,one magic christmas,drama fantasy
2087,peter pan,animation children fantasy musical
2088,popeye,adventure comedy musical
2089,rescuers down under the,adventure animation children
2090,rescuers the,adventure animation children crime drama
2091,return from witch mountain,children sci fi
2092,return of jafar the,adventure animation children fantasy musical romance
2093,return to oz,adventure children fantasy
2094,rocketeer the,action adventure sci fi
2095,shaggy d a the,children comedy
2096,sleeping beauty,animation children musical
2097,something wicked this way comes,children drama fantasy mystery thriller
2098,son of flubber,children comedy
2099,song of the south,adventure animation children musical
2100,splash,comedy fantasy romance
2101,squanto a warrior s tale,adventure drama
2102,steamboat willie,animation children comedy musical
2103,tall tale,adventure children fantasy western
2104,tex,drama
2105,tron,action adventure sci fi
2106,swing kids,drama war
2107,halloween years later,horror thriller
2108,l a story,comedy romance
2109,jerk the,comedy
2110,dead men don t wear plaid,comedy crime thriller
2111,man with two brains the,comedy
2112,grand canyon,crime drama
2113,graveyard shift,horror thriller
2114,outsiders the,drama
2115,indiana jones and the temple of doom,action adventure fantasy
2116,lord of the rings the,adventure animation children fantasy
2117,,drama sci fi
2118,dead zone the,thriller
2119,maximum overdrive,horror
2120,needful things,drama horror
2121,cujo,horror thriller
2122,children of the corn,horror thriller
2123,all dogs go to heaven,animation children comedy drama fantasy
2124,addams family the,children comedy fantasy
2125,ever after a cinderella story,comedy drama romance
2126,snake eyes,action crime mystery thriller
2130,atlantic city,crime drama romance
2131,autumn sonata,drama
2132,who s afraid of virginia woolf,drama
2133,adventures in babysitting,adventure comedy
2134,weird science,comedy fantasy sci fi
2135,doctor dolittle,adventure children musical
2136,nutty professor the,comedy sci fi
2137,charlotte s web,animation children
2138,watership down,adventure animation children drama fantasy
2139,secret of nimh the,adventure animation children drama
2140,dark crystal the,adventure fantasy
2141,american tail an,adventure animation children comedy
2142,american tail fievel goes west an,adventure animation children musical western
2143,legend,adventure fantasy romance
2144,sixteen candles,comedy romance
2145,pretty in pink,comedy drama romance
2146,st elmo s fire,drama romance
2147,clan of the cave bear the,adventure drama fantasy
2148,house,comedy fantasy horror
2149,house ii the second story,comedy fantasy horror
2150,gods must be crazy the,adventure comedy
2151,gods must be crazy ii the,comedy
2152,air bud golden receiver,children comedy
2153,avengers the,action adventure
2154,how stella got her groove back,drama romance
2155,slums of beverly hills the,comedy drama
2157,chambermaid on the titanic the,romance
2158,henry portrait of a serial killer part,crime horror
2159,henry portrait of a serial killer,crime horror thriller
2160,rosemary s baby,drama horror thriller
2161,neverending story the,adventure children fantasy
2162,neverending story ii the next chapter the,adventure children fantasy
2163,attack of the killer tomatoes,comedy horror
2164,surf nazis must die,action comedy drama horror
2165,your friends and neighbors,comedy drama
2166,return to paradise,crime drama romance thriller
2167,blade,action horror thriller
2168,dance with me,drama romance
2169,dead man on campus,comedy
2170,wrongfully accused,action comedy
2171,next stop wonderland,comedy drama romance
2172,strike,comedy drama
2173,navigator a mediaeval odyssey the,adventure fantasy sci fi
2174,beetlejuice,comedy fantasy
2176,rope,crime drama thriller
2177,family plot,comedy thriller
2178,frenzy,thriller
2179,topaz,thriller
2180,torn curtain,thriller
2181,marnie,drama mystery romance thriller
2182,wrong man the,drama film noir thriller
2183,man who knew too much the,adventure drama mystery thriller
2184,trouble with harry the,comedy mystery
2185,i confess,thriller
2186,strangers on a train,crime drama film noir thriller
2187,stage fright,mystery romance thriller
2188,,drama
2189,i married a strange person,animation comedy fantasy sci fi
2190,why do fools fall in love,drama
2191,merry war a,comedy
2192,see the sea,thriller
2193,willow,action adventure fantasy
2194,untouchables the,action crime drama
2195,dirty work,comedy
2196,knock off,action
2197,firelight,drama
2200,under capricorn,drama
2201,paradine case the,drama
2202,lifeboat,drama war
2203,shadow of a doubt,crime drama thriller
2204,saboteur,mystery thriller
2205,mr mrs smith,comedy romance
2206,suspicion,film noir mystery thriller
2207,jamaica inn,drama
2208,lady vanishes the,drama mystery thriller
2209,young and innocent,crime thriller
2210,sabotage,thriller
2211,secret agent,thriller
2212,man who knew too much the,drama thriller
2215,rich and strange,comedy romance
2221,blackmail,drama thriller
2222,champagne,comedy
2227,lodger a story of the london fog the,crime drama thriller
2231,rounders,drama
2232,cube,horror mystery sci fi thriller
2236,simon birch,drama
2237,without limits,drama
2238,seven beauties,comedy drama
2239,swept away,comedy drama
2240,my bodyguard,drama
2243,broadcast news,comedy drama romance
2245,working girl,comedy drama romance
2247,married to the mob,comedy
2248,say anything,comedy drama romance
2249,my blue heaven,comedy
2250,men don t leave,drama
2252,hero,comedy drama
2253,toys,comedy fantasy
2254,choices,drama
2255,young doctors in love,comedy
2258,master the,action
2259,blame it on rio,comedy romance
2261,one crazy summer,comedy
2262,about last night,comedy drama romance
2263,seventh sign the,drama fantasy thriller
2264,we re no angels,comedy crime
2265,nothing but trouble,adventure comedy
2266,butcher s wife the,comedy romance
2267,mortal thoughts,mystery thriller
2268,few good men a,crime drama thriller
2269,indecent proposal,drama romance
2271,permanent midnight,drama
2272,one true thing,drama
2273,rush hour,action comedy crime thriller
2275,six string samurai,action adventure sci fi
2276,soldier s daughter never cries a,drama
2278,ronin,action crime thriller
2279,urban legend,horror thriller
2280,clay pigeons,crime
2282,pecker,comedy drama
2283,sheltering sky the,drama
2284,bandit queen,drama
2285,if,drama
2287,them,horror sci fi thriller
2288,thing the,action horror sci fi thriller
2289,player the,comedy crime drama
2290,stardust memories,comedy drama
2291,edward scissorhands,drama fantasy romance
2293,shadrach,drama
2294,antz,adventure animation children comedy fantasy
2295,impostors the,comedy
2296,night at the roxbury a,comedy
2297,what dreams may come,adventure drama fantasy romance
2300,producers the,comedy
2301,history of the world part i,comedy musical
2302,my cousin vinny,comedy
2303,nashville,drama musical
2305,slam,drama
2306,holy man,comedy
2307,one tough cop,action crime
2310,mighty the,drama
2311,the year we make contact,sci fi
2312,children of a lesser god,drama
2313,elephant man the,drama
2314,beloved,drama
2315,bride of chucky,comedy horror thriller
2316,practical magic,drama fantasy mystery romance
2318,happiness,comedy drama
2320,apt pupil,drama thriller
2321,pleasantville,comedy drama fantasy
2322,soldier,action sci fi war
2323,cruise the,documentary
2324,life is beautiful,comedy drama romance war
2325,orgazmo,comedy
2326,shattered image,drama thriller
2327,tales from the darkside the movie,fantasy horror thriller
2328,vampires,horror western
2329,american history x,crime drama
2330,hands on a hard body,comedy documentary
2331,living out loud,comedy drama romance
2333,gods and monsters,drama
2334,siege the,action thriller
2335,waterboy the,comedy
2336,elizabeth,drama
2337,velvet goldmine,drama
2338,i still know what you did last summer,horror mystery thriller
2339,i ll be home for christmas,comedy romance
2340,meet joe black,romance
2342,hard core logo,comedy drama
2344,runaway train,action adventure drama thriller
2345,desert bloom,drama
2346,stepford wives the,mystery sci fi thriller
2347,pope of greenwich village the,drama
2348,sid and nancy,drama
2349,mona lisa,comedy thriller
2350,heart condition,comedy
2351,nights of cabiria,drama
2352,big chill the,comedy drama
2353,enemy of the state,action thriller
2354,rugrats movie the,animation children comedy
2355,bug s life a,adventure animation children comedy
2356,celebrity,comedy
2357,central station,drama
2358,savior,drama war
2359,waking ned devine,comedy
2360,celebration the,drama
2361,pink flamingos,comedy
2362,glen or glenda,drama
2363,godzilla,drama horror sci fi
2364,godzilla the legend is reborn,action horror sci fi thriller
2365,king kong vs godzilla,action sci fi
2366,king kong,action adventure fantasy horror
2367,king kong,adventure fantasy romance sci fi thriller
2368,king kong lives,adventure sci fi
2369,desperately seeking susan,comedy drama romance
2370,emerald forest the,action adventure drama
2371,fletch,comedy crime mystery
2372,fletch lives,comedy
2373,red sonja,action adventure fantasy
2374,gung ho,comedy drama
2375,money pit the,comedy
2376,view to a kill a,action adventure thriller
2377,lifeforce,horror sci fi
2378,police academy,comedy crime
2379,police academy their first assignment,comedy crime
2380,police academy back in training,comedy crime
2381,police academy citizens on patrol,comedy crime
2382,police academy assignment miami beach,comedy crime
2383,police academy city under siege,comedy crime
2384,babe pig in the city,adventure children drama
2385,home fries,comedy romance
2386,jerry springer ringmaster,comedy drama
2387,very bad things,comedy crime
2389,psycho,crime horror thriller
2390,little voice,comedy
2391,simple plan a,crime drama thriller
2392,jack frost,children comedy drama
2393,star trek insurrection,action drama romance sci fi
2394,prince of egypt the,animation musical
2395,rushmore,comedy drama
2396,shakespeare in love,comedy drama romance
2398,miracle on street,comedy drama
2399,santa claus the movie,adventure children fantasy
2400,prancer,children drama fantasy
2401,pale rider,western
2402,rambo first blood part ii,action adventure thriller
2403,first blood,action adventure drama thriller
2404,rambo iii,action adventure thriller war
2405,jewel of the nile the,action adventure comedy romance
2406,romancing the stone,action adventure comedy romance
2407,cocoon,comedy sci fi
2408,cocoon the return,comedy sci fi
2409,rocky ii,action drama
2410,rocky iii,action drama
2411,rocky iv,action drama
2412,rocky v,action drama
2413,clue,comedy crime mystery thriller
2414,young sherlock holmes,action adventure children fantasy mystery thriller
2415,violets are blue,drama romance
2416,back to school,comedy
2417,heartburn,comedy drama
2418,nothing in common,comedy
2419,extremities,drama thriller
2420,karate kid the,drama
2421,karate kid part ii the,action adventure drama
2422,karate kid part iii the,action adventure children drama
2423,christmas vacation,comedy
2424,you ve got mail,comedy romance
2425,general the,crime
2426,theory of flight the,comedy drama romance
2427,thin red line the,action drama war
2428,faculty the,horror sci fi
2429,mighty joe young,action adventure drama fantasy thriller
2430,mighty joe young,adventure children drama
2431,patch adams,comedy drama
2432,stepmom,drama
2433,civil action a,drama
2434,down in the delta,drama
2435,hurlyburly,drama
2436,tea with mussolini,comedy drama war
2437,wilde,drama
2439,affliction,drama
2440,another day in paradise,drama
2441,hi lo country the,drama romance western
2442,hilary and jackie,drama
2443,playing by heart,drama romance
2444,twenty four seven,comedy drama
2445,at first sight,drama
2446,in dreams,horror thriller
2447,varsity blues,comedy drama
2448,virus,horror sci fi
2449,garbage pail kids movie the,adventure children comedy
2450,howard the duck,adventure comedy sci fi
2451,gate the,horror
2453,boy who could fly the,drama fantasy
2454,fly the,horror mystery sci fi
2455,fly the,drama horror sci fi thriller
2456,fly ii the,horror sci fi
2457,running scared,action comedy
2458,armed and dangerous,comedy crime
2459,texas chainsaw massacre the,horror
2460,texas chainsaw massacre the,horror
2461,leatherface texas chainsaw massacre iii,comedy horror thriller
2462,texas chainsaw massacre the next generation,horror
2463,ruthless people,comedy
2465,deadly friend,horror
2467,name of the rose the,crime drama mystery thriller
2468,jumpin jack flash,action comedy romance thriller
2469,peggy sue got married,comedy drama
2470,crocodile dundee,adventure comedy
2471,crocodile dundee ii,action adventure comedy
2472,tough guys,comedy
2473,soul man,comedy
2474,color of money the,drama
2475,pick up,action mystery thriller
2476,heartbreak ridge,action war
2477,firewalker,adventure
2478,three amigos,comedy western
2479,gloria,drama thriller
2481,my name is joe,drama romance
2482,still crazy,comedy romance
2483,day of the beast the,adventure comedy thriller
2485,she s all that,comedy romance
2488,peeping tom,drama horror thriller
2489,spanish fly,drama
2490,payback,action thriller
2491,simply irresistible,comedy romance
2492,dates,comedy romance
2495,fantastic planet the,animation sci fi
2496,blast from the past,comedy romance
2497,message in a bottle,romance
2498,my favorite martian,comedy sci fi
2499,god said ha,comedy
2500,jawbreaker,comedy
2501,october sky,drama
2502,office space,comedy crime
2504,cigarettes,comedy drama
2505,,drama mystery thriller
2506,other sister the,comedy drama romance
2507,breakfast of champions,comedy sci fi
2511,long goodbye the,crime film noir
2513,pet sematary,horror
2514,pet sematary ii,comedy horror
2515,children of the corn ii the final sacrifice,horror
2516,children of the corn iii,horror
2517,christine,horror
2518,night shift,comedy
2519,house on haunted hill,drama horror thriller
2520,airport,drama
2521,airport,action drama thriller
2522,airport,drama
2524,towering inferno the,action adventure drama thriller
2525,alligator,action horror sci fi
2527,westworld,action sci fi thriller western
2528,logan s run,action adventure sci fi
2529,planet of the apes,action drama sci fi
2530,beneath the planet of the apes,action sci fi
2531,battle for the planet of the apes,action sci fi
2532,conquest of the planet of the apes,action sci fi
2533,escape from the planet of the apes,action sci fi
2534,avalanche,action
2535,earthquake,action drama thriller
2536,concorde airport the,drama
2537,beyond the poseidon adventure,adventure
2539,analyze this,comedy
2540,corruptor the,action crime drama thriller
2541,cruel intentions,drama
2542,lock stock two smoking barrels,comedy crime thriller
2544,school of flesh the,drama romance
2545,relax it s just sex,comedy
2546,deep end of the ocean the,drama
2548,rage carrie the,horror
2549,wing commander,action sci fi
2550,haunting the,horror thriller
2551,dead ringers,drama horror thriller
2552,my boyfriend s back,comedy
2553,village of the damned,horror sci fi thriller
2554,children of the damned,horror sci fi thriller
2555,baby geniuses,comedy
2558,forces of nature,comedy romance
2559,king and i the,animation children
2560,ravenous,horror thriller
2561,true crime,crime thriller
2562,bandits,drama
2563,dangerous beauty,drama
2565,king and i the,drama musical romance
2567,edtv,comedy
2568,mod squad the,action crime
2569,among giants,comedy drama romance
2570,walk on the moon a,drama romance
2571,matrix the,action sci fi thriller
2572,things i hate about you,comedy romance
2573,tango,drama musical
2574,out of towners the,comedy
2575,dreamlife of angels the,drama
2577,metroland,comedy drama
2579,following,crime mystery thriller
2580,go,comedy crime
2581,never been kissed,comedy romance
2582,twin dragons,action comedy
2583,cookie s fortune,comedy drama
2585,lovers of the arctic circle the,drama romance
2586,goodbye lover,comedy crime thriller
2587,life,comedy crime drama
2589,friends lovers,comedy drama romance
2590,hideous kinky,drama
2593,monster the,comedy
2594,open your eyes,drama romance sci fi thriller
2596,slc punk,comedy drama
2597,lost found,comedy romance
2598,pushing tin,comedy
2599,election,comedy
2600,existenz,action sci fi thriller
2605,entrapment,crime thriller
2606,idle hands,comedy horror
2607,get real,drama romance
2609,king of masks the,drama
2610,three seasons,drama
2611,winslow boy the,drama
2612,mildred pierce,drama film noir
2613,night of the comet,comedy horror sci fi
2614,chopping mall,action horror sci fi
2615,my science project,adventure sci fi
2616,dick tracy,action crime
2617,mummy the,action adventure comedy fantasy horror thriller
2618,castle the,comedy
2620,this is my father,drama romance
2621,xiu xiu the sent down girl,drama
2622,william shakespeare s a midsummer night s dream,comedy fantasy
2624,after life,drama fantasy
2625,black mask,action adventure crime sci fi thriller
2626,edge of seventeen,comedy drama romance
2628,star wars episode i the phantom menace,action adventure sci fi
2629,love letter the,comedy romance
2633,mummy the,horror romance
2634,mummy the,horror
2635,mummy s curse the,horror
2636,mummy s ghost the,horror
2637,mummy s hand the,horror
2638,mummy s tomb the,horror
2639,mommie dearest,drama
2640,superman,action adventure sci fi
2641,superman ii,action sci fi
2642,superman iii,action adventure sci fi
2643,superman iv the quest for peace,action adventure sci fi
2644,dracula,horror
2647,house of frankenstein,horror
2648,frankenstein,drama horror sci fi
2649,son of frankenstein,horror
2650,ghost of frankenstein the,horror
2651,frankenstein meets the wolf man,horror
2652,curse of frankenstein the,horror
2654,wolf man the,drama fantasy horror
2655,howling ii your sister is a werewolf,horror
2656,tarantula,horror sci fi
2657,rocky horror picture show the,comedy horror musical sci fi
2659,it came from hollywood,comedy documentary
